0,1,203
1,1,204
2,1,204
3,1,204
4,1,204
5,1,204
6,1,204
7,1,223
8,1,223
9,1,223
10,1,223
11,1,214
12,1,214
13,1,214
14,1,219
15,1,219
16,1,219
17,1,219
18,1,209
19,1,209
20,1,209
21,1,196
22,1,196
23,1,196
24,1,196
25,1,196
26,1,196
27,1,196
28,1,238
29,1,238
30,1,238
31,1,238
32,1,238
33,1,238
34,1,238
35,1,242
36,1,241
37,1,241
38,1,241
39,1,241
40,1,241
41,1,241
42,1,285
43,1,285
44,1,285
45,1,285
46,1,285
47,1,285
48,1,285
49,1,253
50,1,253
51,1,253
52,1,253
53,1,253
54,1,253
55,1,249
56,1,242
57,1,242
58,1,242
59,1,242
60,1,238
61,1,238
62,1,238
63,1,236
64,1,236
65,1,236
66,1,236
67,1,236
68,1,236
69,1,236
70,1,231
71,1,231
72,1,231
73,1,231
74,1,231
75,1,231
76,1,231
77,1,231
78,1,231
79,1,231
80,1,231
81,1,231
82,1,231
83,1,231
84,1,69
85,1,69
86,1,69
87,1,69
88,1,69
89,1,69
90,1,69
91,1,0
92,1,0
93,1,0
94,1,0
95,1,0
96,1,0
97,1,0
0,2,6
1,2,6
2,2,6
3,2,6
4,2,6
5,2,6
6,2,6
7,2,6
8,2,6
9,2,6
10,2,6
11,2,6
12,2,6
13,2,6
14,2,6
15,2,6
16,2,6
17,2,6
18,2,6
19,2,6
20,2,6
21,2,7
22,2,7
23,2,7
24,2,7
25,2,7
26,2,7
27,2,35
28,2,53
29,2,53
30,2,53
31,2,185
32,2,185
33,2,235
34,2,216
35,2,85
36,2,35
37,2,35
38,2,7
39,2,7
40,2,7
41,2,11
42,2,45
43,2,118
44,2,146
45,2,186
46,2,456
47,2,464
48,2,536
49,2,532
50,2,107
51,2,107
52,2,107
53,2,108
54,2,108
55,2,124
56,2,84
57,2,106
58,2,342
59,2,343
60,2,343
61,2,83
62,2,84
63,2,239
64,2,488
65,2,488
66,2,488
67,2,488
68,2,591
69,2,602
70,2,390
71,2,296
72,2,340
73,2,114
74,2,122
75,2,357
76,2,360
77,2,360
78,2,354
79,2,18
80,2,7
81,2,7
82,2,7
83,2,7
84,2,1
85,2,1
86,2,1
87,2,1
88,2,1
89,2,1
90,2,1
91,2,0
92,2,0
93,2,0
94,2,0
95,2,0
96,2,0
97,2,0
0,3,9
1,3,9
2,3,9
3,3,9
4,3,9
5,3,9
6,3,9
7,3,9
8,3,9
9,3,9
10,3,9
11,3,9
12,3,9
13,3,9
14,3,9
15,3,9
16,3,9
17,3,9
18,3,9
19,3,9
20,3,9
21,3,9
22,3,9
23,3,9
24,3,9
25,3,9
26,3,9
27,3,9
28,3,9
29,3,9
30,3,9
31,3,9
32,3,9
33,3,9
34,3,33
35,3,366
36,3,367
37,3,367
38,3,367
39,3,367
40,3,240
41,3,322
42,3,211
43,3,208
44,3,208
45,3,208
46,3,208
47,3,119
48,3,100
49,3,98
50,3,98
51,3,98
52,3,98
53,3,98
54,3,98
55,3,98
56,3,97
57,3,97
58,3,97
59,3,97
60,3,94
61,3,94
62,3,94
63,3,246
64,3,246
65,3,246
66,3,246
67,3,246
68,3,246
69,3,94
70,3,8
71,3,16
72,3,16
73,3,8
74,3,8
75,3,8
76,3,8
77,3,8
78,3,8
79,3,8
80,3,8
81,3,8
82,3,8
83,3,8
84,3,0
85,3,0
86,3,0
87,3,0
88,3,0
89,3,0
90,3,0
91,3,0
92,3,0
93,3,0
94,3,0
95,3,0
96,3,0
97,3,0
0,4,7
1,4,7
2,4,7
3,4,7
4,4,7
5,4,7
6,4,7
7,4,7
8,4,7
9,4,7
10,4,7
11,4,7
12,4,7
13,4,7
14,4,7
15,4,7
16,4,7
17,4,7
18,4,7
19,4,7
20,4,7
21,4,96
22,4,97
23,4,95
24,4,95
25,4,95
26,4,95
27,4,7
28,4,152
29,4,152
30,4,152
31,4,152
32,4,152
33,4,152
34,4,7
35,4,132
36,4,132
37,4,135
38,4,659
39,4,619
40,4,619
41,4,532
42,4,715
43,4,194
44,4,200
45,4,742
46,4,740
47,4,659
48,4,552
49,4,540
50,4,7
51,4,7
52,4,7
53,4,7
54,4,7
55,4,7
56,4,6
57,4,42
58,4,42
59,4,42
60,4,42
61,4,6
62,4,6
63,4,91
64,4,1061
65,4,1062
66,4,1062
67,4,1062
68,4,1062
69,4,951
70,4,88
71,4,68
72,4,79
73,4,79
74,4,21
75,4,217
76,4,217
77,4,217
78,4,214
79,4,8
80,4,6
81,4,6
82,4,6
83,4,6
84,4,316
85,4,316
86,4,316
87,4,316
88,4,316
89,4,316
90,4,316
91,4,316
92,4,316
93,4,316
94,4,316
95,4,316
96,4,316
97,4,316
0,5,7
1,5,7
2,5,7
3,5,7
4,5,7
5,5,7
6,5,7
7,5,7
8,5,7
9,5,7
10,5,7
11,5,7
12,5,7
13,5,7
14,5,7
15,5,7
16,5,7
17,5,7
18,5,7
19,5,7
20,5,7
21,5,7
22,5,7
23,5,7
24,5,7
25,5,7
26,5,7
27,5,7
28,5,7
29,5,7
30,5,7
31,5,7
32,5,7
33,5,7
34,5,7
35,5,7
36,5,417
37,5,418
38,5,418
39,5,77
40,5,8
41,5,8
42,5,17
43,5,82
44,5,82
45,5,82
46,5,82
47,5,16
48,5,99
49,5,99
50,5,99
51,5,99
52,5,8
53,5,7
54,5,7
55,5,7
56,5,76
57,5,184
58,5,283
59,5,214
60,5,217
61,5,188
62,5,188
63,5,1234
64,5,1233
65,5,1232
66,5,1232
67,5,1232
68,5,1232
69,5,1232
70,5,7
71,5,7
72,5,71
73,5,71
74,5,100
75,5,668
76,5,1118
77,5,1118
78,5,1112
79,5,21
80,5,7
81,5,7
82,5,7
83,5,7
84,5,0
85,5,0
86,5,0
87,5,0
88,5,0
89,5,0
90,5,0
91,5,0
92,5,0
93,5,0
94,5,0
95,5,0
96,5,0
97,5,0
0,6,4
1,6,4
2,6,4
3,6,4
4,6,4
5,6,4
6,6,4
7,6,4
8,6,4
9,6,4
10,6,4
11,6,4
12,6,6
13,6,6
14,6,6
15,6,4
16,6,4
17,6,4
18,6,4
19,6,4
20,6,4
21,6,23
22,6,23
23,6,23
24,6,23
25,6,23
26,6,23
27,6,40
28,6,65
29,6,65
30,6,65
31,6,65
32,6,65
33,6,65
34,6,51
35,6,107
36,6,108
37,6,108
38,6,108
39,6,110
40,6,108
41,6,73
42,6,86
43,6,89
44,6,90
45,6,90
46,6,90
47,6,74
48,6,62
49,6,62
50,6,62
51,6,62
52,6,63
53,6,63
54,6,62
55,6,62
56,6,77
57,6,249
58,6,249
59,6,249
60,6,249
61,6,263
62,6,88
63,6,134
64,6,129
65,6,129
66,6,129
67,6,128
68,6,5
69,6,5
70,6,5
71,6,5
72,6,5
73,6,5
74,6,5
75,6,5
76,6,5
77,6,0
78,6,0
79,6,0
80,6,0
81,6,0
82,6,0
83,6,0
84,6,1
85,6,1
86,6,1
87,6,1
88,6,1
89,6,1
90,6,1
91,6,1
92,6,1
93,6,1
94,6,1
95,6,1
96,6,1
97,6,1
0,7,4
1,7,4
2,7,4
3,7,4
4,7,4
5,7,4
6,7,4
7,7,4
8,7,4
9,7,4
10,7,4
11,7,4
12,7,6
13,7,6
14,7,6
15,7,4
16,7,4
17,7,4
18,7,4
19,7,4
20,7,4
21,7,4
22,7,4
23,7,4
24,7,4
25,7,4
26,7,4
27,7,4
28,7,20
29,7,20
30,7,20
31,7,20
32,7,20
33,7,20
34,7,20
35,7,327
36,7,327
37,7,327
38,7,327
39,7,327
40,7,327
41,7,327
42,7,330
43,7,330
44,7,330
45,7,330
46,7,330
47,7,330
48,7,330
49,7,327
50,7,327
51,7,327
52,7,327
53,7,327
54,7,327
55,7,327
56,7,325
57,7,325
58,7,325
59,7,325
60,7,325
61,7,325
62,7,325
63,7,325
64,7,325
65,7,325
66,7,325
67,7,325
68,7,325
69,7,325
70,7,325
71,7,325
72,7,325
73,7,325
74,7,325
75,7,325
76,7,325
77,7,0
78,7,0
